Point,apar,EVI2_type_A,EVI2_type_B,EVI2_type_C,fesc_type_A,fesc_type_B,fesc_type_C,FPAR,GPP_CEDAR,GPP_fluxcom,kNDVI_type_B,kNDVI_type_C,LAI,LUE_CEDAR,LUE_fluxcom,NDVI_type_A,NDVI_type_B,NDVI_type_C,new_kNDVI_type_C,NIRv_type_A,NIRv_type_B,NIRv_type_C,NIRvP,NIRvR,par,sif,SIF_yield_P,SIF_yield_R,sifapar
"(36, 61)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 62)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 63)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 64)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 65)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 66)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 67)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 68)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 69)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 70)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 71)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 72)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 73)",1238.655,0.5404885,0.5390573,0.53410184,0.41046079993247986,0.40901121497154236,0.4025026261806488,0.6961291,113.284874,120.98433,0.52454185,0.53049105,2.4709675,0.09145797,0.09767395,0.76837164,0.7636211,0.7690921,0.530491,0.2857337,0.2847246,0.28019378,504.6599,382.39307,1779.3468,0.70131296,0.0043102833,0.005513298,0.00056618906
"(36, 74)",1201.3883,0.57584244,0.5676848,0.56707126,0.4506148397922516,0.44109046459198,0.4395523965358734,0.6909675,111.5862,118.835915,0.5502357,0.55622226,2.3999999,0.09288104,0.098915495,0.7904989,0.78721,0.79264754,0.55622226,0.3113602,0.30477917,0.30371642,534.69867,411.33057,1738.7045,0.70043665,0.003981373,0.0050182897,0.0005830227
"(36, 75)",1193.3762,0.58544254,0.5812501,0.5784576,0.46405404806137085,0.458881139755249,0.454677939414978,0.69145167,116.311386,120.96326,0.54306084,0.5469076,2.2419348,0.09736973,0.1014373,0.7808784,0.78071696,0.7843125,0.54690754,0.3209117,0.3173489,0.31444156,555.77673,410.48392,1726.0311,0.6771482,0.0039289524,0.0049683815,0.00056940323
"(36, 76)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 77)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 78)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 79)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 80)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 81)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 82)",1238.3734,0.6103637,0.60519284,0.60086554,0.4744778275489807,0.46909259259700775,0.46332545578479767,0.7074193,106.25093,120.788925,0.5811164,0.5841929,2.117742,0.0858358,0.09744634,0.8184294,0.8157872,0.8186278,0.5841929,0.33585382,0.33216763,0.32804826,591.8175,437.5183,1750.2891,0.7819362,0.0045206854,0.005436542,0.0006319147
"(36, 83)",1311.3549,0.62116486,0.617526,0.61489457,0.4712592164675395,0.4661439160505931,0.46221152941385907,0.73430103,111.70583,125.945496,0.58334535,0.5881236,2.4763439,0.08513687,0.09586343,0.81615466,0.8182182,0.82261163,0.5881236,0.3462542,0.3425348,0.33963802,623.3992,434.53195,1785.1749,0.77256894,0.0054076593,0.00556567,0.00059002434
"(36, 84)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 85)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 86)",1336.3223,0.6203636,0.62134457,0.61821496,0.46965382993221283,0.47018977999687195,0.46590080857276917,0.73258066,113.89496,123.66359,0.58971727,0.5933788,2.4967742,0.08492343,0.09250532,0.82541823,0.82416815,0.8275817,0.5933788,0.34372392,0.34403986,0.34096387,628.47485,438.1288,1823.2971,0.7784707,0.0038736227,0.005379522,0.0005860601
"(36, 87)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 88)",1377.1571,0.64437616,0.6418479,0.63937813,0.4712909758090973,0.4684968888759613,0.4648163914680481,0.76322573,108.3324,131.98656,0.61383146,0.619679,2.6064513,0.07866379,0.09583987,0.85043174,0.8463382,0.85179216,0.619679,0.3597014,0.3575689,0.35475984,648.8291,471.60275,1804.3903,0.9078314,0.0042973966,0.0058292355,0.0006592068
"(36, 89)",1225.582,0.596169,0.59514624,0.59149885,0.4431333839893341,0.44217199087142944,0.4372154474258423,0.7354837,107.50699,119.7562,0.56553423,0.5698627,2.3903227,0.08784138,0.09755765,0.8019544,0.8013139,0.8052591,0.5698628,0.32599616,0.3253072,0.32164752,541.95874,435.88965,1666.0413,0.78802496,0.0042673275,0.005471863,0.0006432862
"(36, 90)",1341.49,0.6557493,0.6545256,0.6511905,0.49509531259536743,0.4932802617549896,0.48894988000392914,0.7462902,111.346954,130.90497,0.6185795,0.6208271,2.5274193,0.08284558,0.09766901,0.85118663,0.8504982,0.85263145,0.6208271,0.3689435,0.36756352,0.36438245,666.6344,456.27155,1796.521,0.81179565,0.00382519,0.0055689085,0.0006073009
"(36, 91)",1375.0487,0.62453043,0.6255228,0.62381613,0.4559268206357956,0.4566790461540222,0.4539741724729538,0.7566129,107.33951,129.49417,0.5999476,0.6049578,2.5596771,0.07797801,0.09429751,0.8358698,0.833346,0.8380114,0.6049578,0.34560788,0.34628415,0.34425914,630.5018,440.60312,1815.3042,0.8087027,0.003958298,0.0055693807,0.0005880161
"(36, 92)",1374.5173,0.63304305,0.62963307,0.6277364,0.4607868939638138,0.45677824318408966,0.4541373997926712,0.7616129,104.13356,127.04909,0.6071044,0.61080235,2.5725806,0.07542856,0.092394166,0.8426597,0.83990824,0.84344757,0.61080235,0.35196006,0.34919,0.3471685,636.2472,444.15448,1803.0735,0.8070884,0.0041095326,0.00568732,0.0005870615
"(36, 93)",1320.8458,0.57648647,0.5762492,0.5719216,0.4090195099512736,0.40885400772094727,0.40385012825330097,0.76774174,110.10285,127.24166,0.56097156,0.5638496,2.637634,0.0833654,0.0961984,0.7957036,0.7958558,0.7982459,0.5638496,0.31373283,0.3135011,0.30971768,552.40546,407.59543,1721.2965,0.7152087,0.0046481793,0.0056066676,0.000541596
"(36, 94)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 95)",1321.3802,0.6028706,0.60661,0.6008086,0.4328111261129379,0.4363313466310501,0.42918092012405396,0.76322585,100.12613,113.275696,0.59169936,0.59658545,2.5306454,0.07579763,0.08570327,0.82785547,0.82549274,0.82994103,0.5965854,0.32931936,0.3320198,0.32666337,571.9621,446.6421,1732.946,0.793613,0.0048403027,0.0054190047,0.0006006509
"(36, 96)",1378.9706,0.6045969,0.6051599,0.6032411,0.4344283193349838,0.4341602027416229,0.4316037893295288,0.765645,112.62694,133.60236,0.58329254,0.58650064,2.7080646,0.08161608,0.09695031,0.8183778,0.8179338,0.82088953,0.58650064,0.33236998,0.3321141,0.33016512,599.3591,441.49606,1800.6794,0.79185414,0.004400262,0.005554842,0.00057479163
"(36, 97)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 98)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 99)",1411.0032,0.6822596,0.68259,0.6777872,0.49712561070919037,0.49743953347206116,0.4917142242193222,0.7811291,111.19144,135.93842,0.642493,0.6438198,2.7596774,0.07876676,0.09635564,0.87491965,0.87367105,0.8749591,0.6438198,0.3883403,0.38858902,0.3841136,702.7983,482.0385,1806.4061,0.8560225,0.0037375144,0.0054257354,0.00060646195
"(36, 100)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 101)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 102)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 103)",1389.9563,0.6802709,0.6798485,0.6736418,0.48685072362422943,0.48719048500061035,0.4799570292234421,0.79403234,107.90175,129.69258,0.64107144,0.64322793,2.8758068,0.07755512,0.09343064,0.8760019,0.8723198,0.874382,0.64322793,0.38726962,0.38776565,0.38191825,688.2328,464.03827,1751.2166,0.76762795,0.0038203248,0.0054364037,0.0005540489
"(36, 104)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 105)",1334.558,0.6156442,0.6123329,0.61029655,0.4504086176554362,0.4462391237417857,0.44337624311447144,0.75279576,112.49535,132.03746,0.59557015,0.599945,2.4602153,0.084199645,0.099021256,0.83082604,0.8291711,0.8332377,0.599945,0.33865595,0.33567563,0.33351168,603.60565,429.1688,1773.5396,0.7411397,0.0038962548,0.005318942,0.00055647286
"(36, 106)",1312.3677,0.6235459,0.6210461,0.61670846,0.47144221266110736,0.4688412547111511,0.46352363626162213,0.73107535,112.35181,132.13777,0.6039128,0.60578233,2.3666666,0.08549083,0.10085229,0.8384156,0.83677846,0.8385207,0.60578233,0.34385777,0.34215322,0.33828735,613.9832,434.93448,1795.7438,0.79302174,0.0042297565,0.0058263787,0.00060687034
"(36, 107)",1277.5282,0.6357277,0.63464326,0.6313868,0.48601560791333515,0.48485416173934937,0.4805169602235158,0.72763443,112.24813,129.91313,0.61386275,0.6167857,2.3451612,0.08777282,0.10176573,0.84756285,0.8461523,0.8488979,0.6167857,0.35269186,0.35188413,0.34880447,619.1297,446.2521,1755.4303,0.7891305,0.0040303576,0.0055020493,0.000621292
"(36, 108)",1340.7153,0.6528318,0.65332764,0.6478142,0.4874460697174072,0.48841194808483124,0.4817250818014145,0.7535484,114.52898,135.58609,0.61342025,0.61544883,2.5532262,0.08545749,0.10130915,0.8502109,0.8457086,0.8476419,0.6154488,0.36662686,0.36753443,0.36248407,632.496,452.36792,1777.8279,0.83362573,0.0043479525,0.0060119736,0.0006258987
"(36, 109)",1343.883,0.57685596,0.5749675,0.57062656,0.40839187800884247,0.40659379959106445,0.40177085995674133,0.7629032,92.5419,104.2529,0.5815836,0.5846714,2.654839,0.06889169,0.07777007,0.8177322,0.8144427,0.8171283,0.5846714,0.3109008,0.30936286,0.30569804,551.6733,419.6715,1761.4702,0.8019929,0.0063335905,0.0062499093,0.0005973928
"(36, 110)",1312.6138,0.6337426,0.6331297,0.6267488,0.47187356650829315,0.4705462008714676,0.4629996716976166,0.74629045,112.32787,133.71866,0.61625934,0.6187767,2.4451613,0.085534476,0.102046445,0.8506978,0.8485117,0.850833,0.6187767,0.35204762,0.3512379,0.34558243,618.4255,439.94043,1756.8333,0.7824298,0.0039821463,0.005416616,0.00059719046
"(36, 111)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 112)",1435.3376,0.6777886,0.68163615,0.67769635,0.4745521992444992,0.4785602539777756,0.47399941086769104,0.78225815,111.66994,134.70145,0.6389801,0.640612,3.0854838,0.07770261,0.093906805,0.87232566,0.870051,0.87163746,0.640612,0.38450152,0.38780448,0.38416487,683.01746,474.393,1768.702,0.8751949,0.0040533845,0.005798012,0.0006116185
"(36, 113)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 114)",1384.0625,0.68062043,0.68840975,0.6845523,0.49042242765426636,0.4996045082807541,0.4948485791683197,0.79032266,115.22279,134.52365,0.6380005,0.6396997,2.830645,0.083161965,0.09726249,0.8718108,0.86899984,0.8706316,0.6396997,0.3868798,0.394086,0.39037114,675.9574,478.55374,1750.1349,0.82468235,0.003744127,0.005247766,0.0005996
"(36, 115)",1387.1975,0.610389,0.6090982,0.60453415,0.43581803143024445,0.4346233904361725,0.4290337860584259,0.7745162,111.47853,128.897,0.5762962,0.5801621,2.6903224,0.08032653,0.09293359,0.8148571,0.8119575,0.8155279,0.5801621,0.33741498,0.33650625,0.33217615,604.0741,436.88586,1790.9761,0.7593628,0.004121665,0.0055452767,0.0005484145
"(36, 116)",1377.7919,0.5988465,0.59992915,0.59382087,0.4205164710680644,0.4212990899880727,0.41464026769002277,0.7827957,99.50407,111.59845,0.5761375,0.57894844,2.830108,0.072110824,0.08087067,0.81206274,0.8113163,0.8139455,0.57894844,0.32893872,0.32957026,0.32442263,571.895,430.49484,1760.3969,0.7809513,0.0046169213,0.0055617318,0.00056723173
"(36, 117)",1349.3896,0.65801114,0.664154,0.6602038,0.4665153721968333,0.47384453813234967,0.4687305688858032,0.7687099,114.33758,132.37177,0.62498987,0.62879634,2.934409,0.08474349,0.0983483,0.8612776,0.8566208,0.86022156,0.62879634,0.36973432,0.37561432,0.3716168,638.2464,469.1815,1701.7383,0.8275549,0.004127706,0.0055654882,0.00061744923
"(36, 118)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 119)",1427.9594,0.64930975,0.6508169,0.6470386,0.4553297162055969,0.45667047798633575,0.4521218240261078,0.8046775,110.64116,132.95868,0.61209106,0.6152333,3.0274196,0.07748619,0.09324579,0.84480715,0.8447465,0.8476522,0.6152333,0.36494642,0.3658821,0.36227793,641.9981,466.4569,1772.8813,0.81313264,0.0040741297,0.005565042,0.00057472766
"(36, 120)",1385.575,0.64393085,0.64539903,0.6410213,0.4501554071903229,0.4516468793153763,0.4465072304010391,0.80274224,106.454285,126.96194,0.61088383,0.6129787,2.9387097,0.07675502,0.09166703,0.84378755,0.8438715,0.8458135,0.6129787,0.36103392,0.36215526,0.3580665,620.0803,462.26825,1725.0776,0.83373547,0.004268407,0.0055423174,0.0006043204
"(36, 121)",1353.7267,0.64068484,0.63999987,0.63760763,0.45369215309619904,0.4528503566980362,0.44971491396427155,0.78870976,109.839676,131.61926,0.60704494,0.6105273,2.86129,0.08122663,0.097449124,0.8434474,0.83988094,0.8431166,0.6105273,0.35778052,0.35712707,0.35465115,616.7953,463.30737,1715.5143,0.8551903,0.0045906743,0.0059563704,0.00063436443
"(36, 122)",1342.0687,0.62529117,0.62242156,0.6180183,0.45206304391225177,0.44893409808476764,0.44375009338061017,0.76655906,113.7554,127.89777,0.60084337,0.603547,2.7827957,0.08470293,0.09530958,0.83558923,0.83401775,0.83654284,0.603547,0.34613955,0.34375945,0.3397925,609.9287,441.79956,1751.0914,0.76771003,0.0041097463,0.0055799945,0.000572327
"(36, 123)",1278.0592,0.61539096,0.61163825,0.60636806,0.46381135781606037,0.4595465064048767,0.4529784917831421,0.7356989,110.95618,119.876564,0.5821813,0.58550763,2.5182798,0.08676692,0.093775064,0.8181283,0.81699723,0.8200844,0.5855077,0.34129664,0.33815643,0.33332905,592.4112,433.44833,1737.0436,0.76387185,0.0042337608,0.0054111355,0.00059857237
"(36, 124)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 125)",1041.2926,0.5257899,0.51703924,0.5132801,0.4521915415922801,0.44058161973953247,0.4346751073996226,0.6177419,118.19747,120.438805,0.48771048,0.4932933,1.8430108,0.110550255,0.10988325,0.731734,0.7295211,0.73478204,0.4932933,0.27942327,0.27223042,0.268602,467.78867,360.85904,1686.4657,0.566902,0.003932405,0.0049253805,0.00054489827
"(36, 126)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 127)",1317.1272,0.6315247,0.6240574,0.61911875,0.45101118087768555,0.4415937513113022,0.43601134419441223,0.7843548,111.75368,129.45773,0.59516674,0.5974735,3.0129027,0.084837355,0.098295115,0.82615674,0.8289843,0.83112454,0.5974735,0.35324907,0.34589773,0.3415085,587.84344,443.96008,1678.5842,0.68548054,0.0036497284,0.0048093037,0.0005224298
"(36, 128)",1395.8428,0.6458419,0.6458771,0.6420118,0.45809701085090637,0.45791948835055035,0.4530923068523407,0.7906453,113.332726,127.53469,0.60904175,0.61244684,3.1892474,0.081242405,0.09143282,0.84429693,0.84173745,0.844884,0.61244684,0.3616887,0.36164626,0.35787845,635.907,453.31006,1764.582,0.8087905,0.0040654643,0.0055672103,0.0005821901
"(36, 129)",1330.2211,0.6549509,0.65297586,0.64676493,0.4757451117038727,0.4730735619862874,0.466113418340683,0.77516127,110.61325,128.78304,0.6233204,0.62454176,2.9924734,0.08317826,0.09683221,0.8541289,0.85514516,0.8562935,0.62454176,0.36861524,0.3665112,0.36117435,630.2155,455.76443,1715.6656,0.8026535,0.003944995,0.005427158,0.00060335273
"(36, 130)",1366.4376,0.6154418,0.6158201,0.6084383,0.431405246257782,0.4321102797985077,0.42385023832321167,0.7815054,99.32065,88.45691,0.6137794,0.61917526,3.0731184,0.0727514,0.06482718,0.85041994,0.8460555,0.8510876,0.61917526,0.33680534,0.3373001,0.33086932,589.715,434.1185,1748.0299,0.76776093,0.0041760732,0.005472895,0.00056277105
"(36, 131)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 132)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 133)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 134)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 135)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 136)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 137)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 138)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 139)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 140)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 141)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 142)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 143)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 144)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 145)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 146)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 147)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 148)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 149)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 150)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 151)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 152)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 153)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 154)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 155)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 156)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 157)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 158)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 159)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 160)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 161)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 162)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 163)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 164)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 165)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 166)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 167)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(36, 168)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
