Point,apar,EVI2_type_A,EVI2_type_B,EVI2_type_C,fesc_type_A,fesc_type_B,fesc_type_C,FPAR,GPP_CEDAR,GPP_fluxcom,kNDVI_type_B,kNDVI_type_C,LAI,LUE_CEDAR,LUE_fluxcom,NDVI_type_A,NDVI_type_B,NDVI_type_C,new_kNDVI_type_C,NIRv_type_A,NIRv_type_B,NIRv_type_C,NIRvP,NIRvR,par,sif,SIF_yield_P,SIF_yield_R,sifapar
"(75, 17)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 18)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 19)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 20)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 21)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 22)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 23)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003941717,0.005014666,nan
"(75, 24)",1066.5515,nan,nan,nan,nan,nan,nan,nan,nan,76.99499,nan,nan,nan,0.074039906,0.07199395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003882875,0.0050911107,nan
"(75, 25)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 26)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 27)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 28)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 29)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 30)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 31)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 32)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 33)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 34)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 35)",1066.3702,nan,nan,nan,0.355009064078331,nan,nan,0.5729033,97.38672,66.15701,nan,nan,1.6645164,0.091426104,0.06207194,nan,nan,nan,nan,nan,nan,nan,nan,nan,1861.5068,nan,nan,nan,nan
"(75, 36)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 37)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 38)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 39)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 40)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 41)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 42)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 43)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 44)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 45)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 46)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 47)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 48)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 49)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 50)",1155.0022,0.4668577,nan,nan,0.3913933336734772,nan,nan,0.6151613,91.644714,66.89215,nan,0.42300028,1.9564514,0.07930085,nan,0.66533726,nan,0.66839135,0.42300028,0.24055389,nan,nan,454.45544,313.66965,nan,0.48742443,0.0036396561,0.004758399,nan
"(75, 51)",1088.4326,0.43847793,0.4282944,0.43042916,0.37500230967998505,0.3626941740512848,0.3631990998983383,0.587258,nan,nan,0.39077216,0.40432757,1.7806447,nan,nan,0.6448897,0.6395997,0.65254116,0.40432757,0.22026202,0.21304336,0.21332008,410.67474,297.26147,1853.838,nan,0.0034108567,0.0043055825,nan
"(75, 52)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 53)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 54)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 55)",1094.8904,0.51189965,0.49673903,0.496715,0.4479244649410248,0.42894916236400604,0.4266447126865387,0.6027418,88.97708,65.46746,0.46530104,0.4774981,1.8274195,0.08134328,0.059837054,0.7141113,0.7094484,0.72073126,0.4774981,0.26994175,0.2583719,0.25697443,489.1901,361.68546,1819.1721,0.5866896,0.0038378173,0.0049398113,0.00053625973
"(75, 56)",1211.3662,0.5324556,0.5219361,0.5204361,0.4153626561164856,0.4032606879870097,0.3999321063359578,0.6792472,121.88193,127.78176,0.50284463,0.5132912,2.083871,0.100594975,0.10530735,0.7496786,0.7438953,0.75343156,0.5132912,0.2818655,0.2738444,0.27157918,502.75317,374.76517,1783.7379,0.62533885,0.0040358817,0.0051246323,0.00051691075
"(75, 57)",1202.5713,0.5290441,0.5206271,0.51747483,0.430912509560585,0.42091599106788635,0.4151996821165085,0.655,127.20922,132.80257,0.48019212,0.49021062,1.9838709,0.10565843,0.11017497,0.72630644,0.7231388,0.7323935,0.49021065,0.28211355,0.27588588,0.27205813,521.2272,355.96652,1834.4958,0.5688119,nan,0.0048694247,0.00047229754
"(75, 58)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 59)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 60)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 61)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 62)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 63)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 64)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 65)",1349.6998,0.5556264,0.5490721,0.5445023,0.4143838584423065,0.4075208107630412,0.40084654092788696,0.7272043,120.789345,140.04987,0.5048619,0.5129586,2.5064518,0.089774676,0.107793905,0.74939626,0.7459492,0.7535232,0.5129586,0.30123356,0.29667258,0.29162356,557.6492,378.4188,1856.839,0.6377377,0.0036932875,0.0051045795,0.0004721156
"(75, 66)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 67)",1188.4482,0.5223924,0.5137639,0.5146972,0.4374054968357086,0.42689456045627594,0.4258195608854294,0.63274187,109.40903,73.435455,0.47898972,0.49160647,2.0112908,0.09172326,0.06198603,0.727702,0.7218676,0.73354685,0.49160647,0.27675742,0.270149,0.2694595,517.91595,355.36218,1876.9717,0.57621264,0.0033977185,0.004729568,0.00048578612
"(75, 68)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 69)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 70)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 71)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 72)",1393.1935,0.6366921,0.63384193,0.63150316,0.470714807510376,0.4678910970687866,0.4641048510869344,0.7558065,118.20545,nan,0.5969228,0.60301405,2.8096774,0.08498279,0.104043335,0.83435863,0.83066255,0.83627397,0.60301405,0.35542992,0.35354367,0.35071385,652.92395,451.35147,1841.0062,0.8646901,0.0041778362,0.0058746864,0.0006241706
"(75, 73)",1361.6053,0.63459986,0.6339879,0.6300151,0.47309157252311707,0.47240238388379413,0.46693626046180725,0.7496774,116.02828,nan,0.59437305,0.599467,2.7419357,0.085345306,0.10592598,0.83047336,0.8285906,0.83334994,0.599467,0.3544127,0.35400236,0.3499368,642.73285,442.9327,1744.0729,0.8298393,0.0042699524,0.005815048,0.0006122855
"(75, 74)",1238.7441,0.5495184,0.54489374,0.54086506,0.4383207857608795,0.432864710688591,0.4268304705619812,0.67016137,122.029465,nan,0.5175709,0.5253546,2.1435483,0.09935764,0.11996235,0.7626562,0.7574153,0.76457334,0.5253546,0.29346955,0.2901088,0.28600216,544.05695,390.1842,1844.9985,0.6611089,0.0038135636,0.0051120194,0.00053445273
"(75, 75)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 76)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 77)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 78)",1248.0499,0.5301673,0.527076,0.5235224,0.39496920506159466,0.39179034034411114,0.38653619090716046,0.70602137,104.1535,119.48211,0.5193129,0.5285923,2.5967739,0.08243473,0.09439251,0.7652163,0.75898665,0.7674741,0.5285922,0.27884838,0.2769108,0.27332926,494.24536,383.3119,1773.708,nan,nan,nan,nan
"(75, 79)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 80)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 81)",1392.0979,0.64129233,0.6381229,0.6332538,0.4815704673528671,0.4772806316614151,0.47054725885391235,0.7519355,nan,137.93307,0.60592735,0.6119001,2.7951608,0.08783328,0.09991663,0.8392106,0.8390566,0.84459543,0.6119001,0.35959548,0.3563088,0.35135853,659.00037,461.5064,1849.2256,0.8395554,0.004138167,0.005790542,0.00061084225
"(75, 82)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 83)",1327.9224,0.6177436,0.6167934,0.61154854,0.4745483994483948,0.47296589612960815,0.46573784947395325,0.7224195,123.572624,136.38991,0.59149194,0.596919,2.6096773,0.09337911,0.10896109,0.8252754,0.825493,0.83052945,0.596919,0.34130633,0.339948,0.33491433,625.7739,436.53033,1834.5159,0.701076,0.0034000264,0.0048554596,0.0005320999
"(75, 84)",1297.1478,0.5924525,0.5920685,0.584619,0.4518403311570485,0.4515264630317688,0.4419035812218984,0.71494627,114.13819,138.56409,0.58065003,0.58685774,2.5161288,0.08868917,0.1075286,0.817174,0.8153587,0.8210566,0.58685774,0.3216035,0.32120037,0.31438866,581.094,420.3638,1811.9664,0.7134559,0.003950047,0.005246708,0.0005538815
"(75, 85)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 86)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 87)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 88)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 89)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 90)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 91)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 92)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 93)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 94)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 95)",1318.5415,0.634048,0.6366575,0.63181007,0.47792936861515045,0.4820982664823532,0.4752006530761719,0.74274194,121.59881,137.31538,0.6001769,0.6069273,2.7564518,0.09264284,0.111308396,0.8413677,0.833483,0.8399278,0.6069273,0.35316694,0.35656196,0.35156423,633.6702,439.54663,1774.2125,0.75968194,0.0037878389,0.005178936,0.0005815036
"(75, 96)",1153.0383,0.5778585,0.58476067,0.57614547,0.4932146519422531,0.5013243407011032,0.4891902953386307,nan,101.94443,119.57668,0.5008095,0.5758354,2.1301072,0.07870057,0.10023445,0.7447581,0.8067503,0.8110367,0.57583547,0.31175214,0.31729507,0.30980957,565.41895,409.03387,1784.8975,0.5844743,0.0047037457,0.005083826,0.0005094312
"(75, 97)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 98)",1039.8268,0.527703,0.52297425,0.5175769,0.46393200755119324,0.45628732442855835,0.44853898882865906,0.5996774,104.9829,120.12287,0.5082397,0.51682234,1.6322578,0.100961916,0.115522005,0.75183076,0.7488737,0.7567122,0.51682234,0.27820954,0.2736252,0.2689787,479.71753,405.72647,1733.9769,0.6540201,0.004261525,0.004920153,0.0006289702
"(75, 99)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 100)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 101)",953.0323,0.4988359,0.4937892,0.48878238,0.4429788589477539,0.43568071722984314,0.4277905225753784,0.57967746,95.65215,95.08631,0.49186698,0.5022366,nan,0.10036612,0.09977239,0.73888516,0.73362446,0.7431798,0.5022366,0.25678486,0.2525543,0.24798052,432.12393,355.94104,1644.0734,nan,nan,nan,0.00045535713
"(75, 102)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 103)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 104)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 105)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 106)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 107)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 108)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 109)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 110)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 111)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 112)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 113)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 114)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 115)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 116)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 117)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 118)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 119)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 120)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 121)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 122)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 123)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 124)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 125)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 126)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 127)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 128)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 129)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 130)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 131)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 132)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 133)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 134)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 135)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 136)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 137)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 138)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 139)",1297.1803,0.6064343,0.6092313,0.60617596,0.46499529480934143,0.46876999735832214,0.4629893700281779,0.7172043,nan,133.44211,0.578145,0.5891063,2.288172,nan,0.10479375,0.82012415,0.81318545,0.8232494,0.5891063,0.33230415,0.33520737,0.33124763,594.8217,444.09842,1727.4463,0.71072346,0.003763359,0.0049316566,0.0005558746
"(75, 140)",1342.2361,0.5803375,0.5791291,0.579957,0.4525308907032013,0.4490854889154434,0.4449603706598282,0.73112905,nan,129.40674,0.5201634,0.5361816,2.7451618,nan,0.099540606,0.75962746,0.7584815,0.7747281,0.5361816,0.32147536,0.3201545,0.31795305,570.1354,437.2621,1695.0443,0.8171313,0.004576887,0.005921065,0.00062946475
"(75, 141)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 142)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
